,Title,Author,Rating Count,Review Count,Rating Value,N pag,1st Pub,series,Genres,Awards,Link,minmax_norm_ratings,mean_norm_ratings
72,A Confederacy of Dunces,John Kennedy Toole,234946,15263,3.89,394.0,1980.0,0,"['Fiction', 'Classics', 'Humor']","['Pulitzer Prize for Fiction (1981)', 'PEN/Faulkner Award for Fiction Nominee (1981)', 'Los Angeles Times Book Prize Nominee for Fiction (1980)']",https://www.goodreads.com/book/show/310612.A_Confederacy_of_Dunces,5.349,-0.025
73,Angela's Ashes,Frank McCourt,549904,12079,4.12,452.0,1996.0,1,"['Nonfiction', 'Autobiography', 'Memoir']","['Pulitzer Prize for Biography or Autobiography (1997)', 'American Booksellers Book Of The Year  Award for Adult Trade (1997)', 'Audie Award for Nonfiction, Abridged (1997)', 'Los Angeles Times Book Prize for Biography (1996)', 'Exclusive Books Boeke Prize (1997)', 'National Book Critics Circle Award for Biography/Autobiography (1996)']",https://www.goodreads.com/book/show/252577.Angela_s_Ashes,6.738,1.364
74,The Sound and the Fury,William Faulkner,160106,7204,3.86,366.0,1929.0,0,"['Classics', 'Fiction', 'Literature']",,https://www.goodreads.com/book/show/7763.The_Joy_Luck_Club,5.168,-0.206
75,The Joy Luck Club,Amy Tan,603800,9418,3.93,288.0,1989.0,0,"['Fiction', 'Historical', 'Historical Fiction']","['California Book Award for Fiction (Gold) (1989)', 'Los Angeles Times Book Prize Nominee for Fiction (1989)', 'Northern California Book Awards for Fiction (1989)', 'National Book Critics Circle Award Nominee for Fiction (1989)', 'National Book Award Finalist for Fiction (1989)']",https://www.goodreads.com/book/show/10975.The_Sound_and_the_Fury,5.591,0.216
76,For Whom the Bell Tolls,Ernest Hemingway,252443,6652,3.97,471.0,1940.0,0,"['Classics', 'Fiction', 'Literature']",,https://www.goodreads.com/book/show/2122.The_Fountainhead,5.832,0.458
77,The Fountainhead,Ayn Rand,300087,12288,3.87,704.0,1943.0,0,"['Fiction', 'Classics', 'Philosophy']",,https://www.goodreads.com/book/show/46170.For_Whom_the_Bell_Tolls,5.228,-0.146
78,Little House on the Prairie,Laura Ingalls Wilder,259855,4514,4.19,335.0,1935.0,1,"['Classics', 'Historical', 'Historical Fiction']",,https://www.goodreads.com/book/show/7069.The_World_According_to_Garp,7.161,1.787
79,The World According to Garp,John Irving,206813,5568,4.09,610.0,1978.0,0,"['Fiction', 'Classics', 'Contemporary']","['National Book Award for Fiction (Paperback) (1980)', 'National Book Critics Circle Award Nominee for Fiction (1978)', 'National Book Award Finalist for Fiction (1979)']",https://www.goodreads.com/book/show/77767.Little_House_on_the_Prairie,6.557,1.183
80,A Clockwork Orange,Anthony Burgess,612870,14145,3.99,192.0,1962.0,0,"['Classics', 'Fiction', 'Science Fiction']",['Prometheus Hall of Fame Award (2008)'],https://www.goodreads.com/book/show/227463.A_Clockwork_Orange,5.953,0.579
81,Their Eyes Were Watching God,Zora Neale Hurston,271325,14018,3.94,219.0,1937.0,0,"['Classics', 'Fiction', 'Historical']",['Audie Award for Solo Narration - Female (2001)'],https://www.goodreads.com/book/show/37415.Their_Eyes_Were_Watching_God,5.651,0.277
82,Invisible Man,Ralph Ellison,159217,6108,3.88,581.0,1952.0,0,"['Classics', 'Fiction', 'Literature']",['National Book Award for Fiction (1953)'],https://www.goodreads.com/book/show/10799.A_Farewell_to_Arms,5.289,-0.086
83,A Farewell to Arms,Ernest Hemingway,267374,9852,3.81,293.0,1929.0,0,"['Classics', 'Fiction', 'Historical']",,https://www.goodreads.com/book/show/16981.Invisible_Man,4.866,-0.508
84,Where the Red Fern Grows,Wilson Rawls,349252,11281,4.08,272.0,1961.0,0,"['Classics', 'Fiction', 'Young Adult']","[""Massachusetts Children's Book Award (1987)"", ""North Dakota Children's Choice Award (1981)""]",https://www.goodreads.com/book/show/10365.Where_the_Red_Fern_Grows,6.497,1.122
85,Flowers for Algernon,Daniel Keyes,490679,19095,4.15,216.0,1959.0,0,"['Fiction', 'Classics', 'Science Fiction']","['Hugo Award Nominee for Best Novel (1967)', 'Nebula Award for Best Novel (tie) (1966)', 'Locus Award Nominee for All-Time Best Novel (36th in poll) (1975)']",https://www.goodreads.com/book/show/36576608-flowers-for-algernon,6.919,1.545
86,Waiting for Godot,Samuel Beckett,164247,5756,3.83,109.0,1952.0,0,"['Plays', 'Classics', 'Drama']",,https://www.goodreads.com/book/show/40792344-mere-christianity,4.987,-0.388
87,Mere Christianity,C.S. Lewis,308704,8725,4.32,168.0,1942.0,0,"['Christian', 'Nonfiction', 'Religion']",,https://www.goodreads.com/book/show/17716.Waiting_for_Godot,7.946,2.572
88,The Things They Carried,Tim O'Brien,259464,14628,4.13,246.0,1990.0,0,"['Fiction', 'Historical', 'Historical Fiction']","['Pulitzer Prize Nominee for Fiction (1991)', 'Chicago Tribune Heartland Prize for Fiction (1990)', 'Prix du Meilleur Livre Étranger for Roman (1990)', 'National Book Critics Circle Award Nominee for Fiction (1990)']",https://www.goodreads.com/book/show/256008.Lonesome_Dove,6.799,1.424
89,Lonesome Dove,Larry McMurtry,152573,7796,4.47,960.0,1985.0,1,"['Fiction', 'Historical', 'Historical Fiction']","['Pulitzer Prize for Fiction (1986)', 'PEN/Faulkner Award for Fiction Nominee (1986)', 'National Book Critics Circle Award Nominee for Fiction (1985)', 'Spur Award for Best Western Novel (1985)']",https://www.goodreads.com/book/show/133518.The_Things_They_Carried,8.852,3.478
90,Sophie's Choice,William Styron,82469,2584,4.18,562.0,1979.0,0,"['Fiction', 'Classics', 'Historical']","['National Book Award for Fiction (Hardcover) (1980)', 'National Book Critics Circle Award Nominee for Fiction (1979)']",https://www.goodreads.com/book/show/4989.The_Red_Tent,7.101,1.726
91,The Red Tent,Anita Diamant,527653,19402,4.18,324.0,1997.0,0,"['Historical', 'Historical Fiction', 'Fiction']","['Book Sense Book of the Year Award for Adult Fiction (2001)', ""Boston Author's Club Award (1998)""]",https://www.goodreads.com/book/show/228560.Sophie_s_Choice,7.101,1.726
92,A Game of Thrones,George R.R. Martin,2046885,54967,4.45,835.0,1996.0,1,"['Fantasy', 'Fiction', 'Fantasy']","['Nebula Award Nominee for Best Novel (1997)', 'Locus Award for Best Fantasy Novel (1997)', 'World Fantasy Award Nominee for Best Novel (1997)', 'Premio Ignotus for Novela extranjera (2003)']",https://www.goodreads.com/book/show/13496.A_Game_of_Thrones,8.732,3.357
93,Fear and Loathing in Las Vegas,Hunter S. Thompson,303497,6585,4.08,204.0,1971.0,0,"['Fiction', 'Classics', 'Humor']",,https://www.goodreads.com/book/show/7745.Fear_and_Loathing_in_Las_Vegas,6.497,1.122
94,To the Lighthouse,Virginia Woolf,137104,7728,3.78,209.0,1927.0,0,"['Classics', 'Fiction', 'Literature']",['Prix Femina Vie Heureuse Anglais (1928)'],https://www.goodreads.com/book/show/5113.Franny_and_Zooey,4.685,-0.69
95,Franny and Zooey,J.D. Salinger,188039,6776,3.98,201.0,1955.0,0,"['Fiction', 'Classics', 'Short Stories']",['National Book Award Finalist for Fiction (1962)'],https://www.goodreads.com/book/show/59716.To_the_Lighthouse,5.893,0.518
96,A Portrait of the Artist as a Young Man,James Joyce,129768,5419,3.62,329.0,1916.0,0,"['Classics', 'Fiction', 'Literature']",,https://www.goodreads.com/book/show/7588.A_Portrait_of_the_Artist_as_a_Young_Man,3.718,-1.656
97,Blindness,José Saramago,208018,16844,4.14,349.0,1995.0,1,"['Fiction', 'Science Fiction', 'Dystopia']","['Premio San Clemente for Novela Estranxeira (1999)', 'International Dublin Literary Award Nominee (1999)']",https://www.goodreads.com/book/show/40495148-blindness,6.859,1.485
98,Cat's Cradle,Kurt Vonnegut Jr.,343559,11106,4.16,179.0,1963.0,0,"['Fiction', 'Classics', 'Science Fiction']",['Hugo Award Nominee for Best Novel (1964)'],https://www.goodreads.com/book/show/135479.Cat_s_Cradle,6.98,1.606
99,Winnie-the-Pooh,A.A. Milne,278462,4958,4.33,145.0,1926.0,1,"['Classics', 'Childrens', 'Fiction']",,https://www.goodreads.com/book/show/99107.Winnie_the_Pooh,8.007,2.632
100,And Then There Were None,Agatha Christie,861607,35085,4.26,264.0,1939.0,0,"['Mystery', 'Classics', 'Fiction']",,https://www.goodreads.com/book/show/21787.The_Princess_Bride,7.584,2.21
101,The Princess Bride,William Goldman,793944,20640,4.25,456.0,1973.0,0,"['Fantasy', 'Fiction', 'Classics']",,https://www.goodreads.com/book/show/16299.And_Then_There_Were_None,7.523,2.149
102,She's Come Undone,Wally Lamb,318975,10181,3.89,465.0,1992.0,0,"['Fiction', 'Contemporary', 'Womens Fiction']",['Los Angeles Times Book Prize'],https://www.goodreads.com/book/show/5203.She_s_Come_Undone,5.349,-0.025
103,The Trial,Franz Kafka,241113,7874,3.96,255.0,1925.0,0,"['Classics', 'Fiction', 'Literature']","[""Helen and Kurt Wolff Translator's Prize Nominee for Breon Mitchell (1999)""]",https://www.goodreads.com/book/show/17690.The_Trial,5.772,0.398
104,Perfume: The Story of a Murderer,Patrick Süskind,341284,14896,4.02,263.0,1985.0,0,"['Fiction', 'Classics', 'Historical']","['World Fantasy Award for Best Novel (1987)', 'PEN Translation Prize for John E. Woods (1987)']",https://www.goodreads.com/book/show/1852.The_Call_of_the_Wild,6.134,0.76
105,The Call of the Wild,Jack London,349971,11386,3.88,172.0,1903.0,0,"['Classics', 'Fiction', 'Adventure']",,https://www.goodreads.com/book/show/343.Perfume,5.289,-0.086
106,Where the Sidewalk Ends,Shel Silverstein,1198743,10927,4.3,176.0,1974.0,0,"['Poetry', 'Childrens', 'Classics']","[""George C. Stone Center for Children's Books Recognition of Merit Award (1984)"", ""Dorothy Canfield Fisher Children's Book Award Nominee (1976)"", 'Golden Archer Award for Intermediate (1996)']",https://www.goodreads.com/book/show/30119.Where_the_Sidewalk_Ends,7.826,2.451
107,Fight Club,Chuck Palahniuk,507767,14808,4.18,218.0,1996.0,1,"['Fiction', 'Contemporary', 'Classics']",['Oregon Book Award for Fiction (1997)'],https://www.goodreads.com/book/show/36236124-fight-club,7.101,1.726
108,Steppenwolf,Hermann Hesse,139248,5037,4.13,256.0,1927.0,0,"['Fiction', 'Classics', 'Philosophy']",,https://www.goodreads.com/book/show/16631.Steppenwolf,6.799,1.424
109,The Hiding Place: The Triumphant True Story of Corrie Ten Boom,Corrie ten Boom,264865,10390,4.42,242.0,1971.0,0,"['Nonfiction', 'Biography', 'History']",,https://www.goodreads.com/book/show/561909.The_Hiding_Place,8.55,3.176
110,Watchmen,Alan Moore,493169,14399,4.36,416.0,1987.0,1,"['Sequential Art', 'Graphic Novels', 'Sequential Art']","['Hugo Award for Other Forms (1988)', 'Locus Award for Best Non-Fiction/Art (1988)', 'Harvey Awards for Best Writer (for Alan Moore), Best Artist or Penciller (for Dave Gibbons), Best Continuing or Limited Series, Best Single Issue (""Watchmen #9""), Best Graphic Album, Best Colorist (for John Higgins) & Special Award for Excellence in Production  (1988)', ""Prix du Festival d'Angoulême for Alph-art du meilleur album étranger (1989)"", 'Urhunden Prize for Foreign Album (1992)', 'Will Eisner Comic Industry Awards for Best Archival Collection/Project–Comic Books (in 2006 awards, for Absolute edition), Best Finite Series, Best Graphic Album, Best Writer (for Alan Moore), Best Writer/Artist (single or team) (for Alan Moore & Dave Gibbons) (1988)', 'IGN Award for Best Collection (2005)']",https://www.goodreads.com/book/show/14942.Mrs_Dalloway,8.188,2.814
111,Mrs. Dalloway,Virginia Woolf,228968,10275,3.79,194.0,1925.0,0,"['Classics', 'Fiction', 'Literature']",,https://www.goodreads.com/book/show/472331.Watchmen,4.745,-0.629
112,Calvin and Hobbes,Bill Watterson,140862,940,4.6,128.0,1987.0,1,"['Sequential Art', 'Comics', 'Humor']",,https://www.goodreads.com/book/show/17250.The_Crucible,9.638,4.263
113,The Crucible,Arthur  Miller,329524,7836,3.59,143.0,1953.0,0,"['Classics', 'Plays', 'Fiction']","[""New York Drama Critics' Circle Award Nominee for Best American Play (1953)""]",https://www.goodreads.com/book/show/77727.Calvin_and_Hobbes,3.537,-1.837
114,Catch-22,Joseph Heller,734760,18648,3.98,453.0,1961.0,1,"['Classics', 'Fiction', 'Historical']",['National Book Award Finalist for Fiction (1962)'],https://www.goodreads.com/book/show/394535.Blood_Meridian_or_the_Evening_Redness_in_the_West,5.893,0.518
115,"Blood Meridian, or the Evening Redness in the West",Cormac McCarthy,111249,9999,4.17,351.0,1985.0,0,"['Fiction', 'Historical', 'Historical Fiction']",,https://www.goodreads.com/book/show/168668.Catch_22,7.04,1.666
116,The Velveteen Rabbit,Margery Williams Bianco,227371,3646,4.28,40.0,1922.0,0,"['Classics', 'Childrens', 'Fiction']",['Lewis Carroll Shelf Award (1971)'],https://www.goodreads.com/book/show/22628.The_Perks_of_Being_a_Wallflower,7.705,2.33
117,The Perks of Being a Wallflower,Stephen Chbosky,1281243,58661,4.2,213.0,,0,"['Young Adult', 'Fiction', 'Contemporary']",,https://www.goodreads.com/book/show/144974.The_Velveteen_Rabbit,7.221,1.847
118,Things Fall Apart,Chinua Achebe,295866,14361,3.69,209.0,1958.0,1,"['Fiction', 'Classics', 'Historical']",,https://www.goodreads.com/book/show/43763.Interview_with_the_Vampire,4.141,-1.233
119,Interview with the Vampire,Anne Rice,494263,10503,4.0,342.0,1976.0,1,"['Horror', 'Fantasy', 'Fiction']",['British Fantasy Award Nominee for Best Novel (1977)'],https://www.goodreads.com/book/show/37781.Things_Fall_Apart,6.013,0.639
120,How the Grinch Stole Christmas!,Dr. Seuss,341245,3517,4.35,64.0,1957.0,0,"['Childrens', 'Childrens', 'Picture Books']",,https://www.goodreads.com/book/show/113946.How_the_Grinch_Stole_Christmas_,8.128,2.753
121,The Prophet,Kahlil Gibran,241174,9914,4.22,127.0,1923.0,0,"['Poetry', 'Philosophy', 'Classics']",,https://www.goodreads.com/book/show/2547.The_Prophet,7.342,1.968
122,As I Lay Dying,William Faulkner,138919,7628,3.72,288.0,1930.0,0,"['Classics', 'Fiction', 'Literature']",,https://www.goodreads.com/book/show/77013.As_I_Lay_Dying,4.322,-1.052
123,The Shining,Stephen King,1156148,25714,4.23,659.0,1977.0,1,"['Horror', 'Fiction', 'Thriller']","['Locus Award Nominee for Best Fantasy Novel (1978)', 'Gandalf Award Nominee (1978)']",https://www.goodreads.com/book/show/11588.The_Shining,7.403,2.028
124,Goodnight Moon,Margaret Wise Brown,313229,5971,4.28,32.0,1947.0,1,"['Childrens', 'Childrens', 'Picture Books']",,https://www.goodreads.com/book/show/34080.The_Waste_Land,7.705,2.33
125,The Waste Land,T.S. Eliot,43935,1176,4.1,320.0,1922.0,0,"['Poetry', 'Classics', 'Fiction']",,https://www.goodreads.com/book/show/32929.Goodnight_Moon,6.617,1.243
126,The Plague,Albert Camus,179031,8606,4.01,308.0,1947.0,0,"['Fiction', 'Classics', 'Philosophy']",['Prix des Critiques (1947)'],https://www.goodreads.com/book/show/11989.The_Plague,6.074,0.7
127,The Thorn Birds,Colleen McCullough,318937,6119,4.23,692.0,1977.0,0,"['Fiction', 'Historical', 'Historical Fiction']",,https://www.goodreads.com/book/show/3412.The_Thorn_Birds,7.403,2.028
128,Roots: The Saga of an American Family,Alex Haley,148505,3522,4.42,729.0,1976.0,0,"['Historical', 'Historical Fiction', 'Fiction']","['ASJA Outstanding Book Award (1978)', 'Audie Award for Nonfiction (2008)', 'Premio Bancarella (1978)', 'National Book Critics Circle Award Nominee for General Nonfiction (1976)', 'Lillian Smith Book Award (1977)']",https://www.goodreads.com/book/show/546018.Roots,8.55,3.176
129,Peter Pan,J.M. Barrie,288357,11753,4.04,176.0,1911.0,0,"['Classics', 'Fantasy', 'Fiction']",,https://www.goodreads.com/book/show/34268.Peter_Pan,6.255,0.881
130,One Day in the Life of Ivan Denisovich,Aleksandr Solzhenitsyn,94215,4339,3.96,182.0,1962.0,0,"['Fiction', 'Classics', 'Cultural']",,https://www.goodreads.com/book/show/10964.Outlander,5.772,0.398
131,Outlander,Diana Gabaldon,847180,46080,4.23,850.0,1991.0,1,"['Historical', 'Historical Fiction', 'Romance']","['RITA Award by Romance Writers of America for Best Romance of 1991 & nominee for Best First Book & nominee for Single Title Historical Romance (1992)', 'Puddly Award for Romance (2001)']",https://www.goodreads.com/book/show/17125.One_Day_in_the_Life_of_Ivan_Denisovich,7.403,2.028
132,Matilda,Roald Dahl,674293,17074,4.32,240.0,1988.0,0,"['Childrens', 'Fiction', 'Classics']","['Odyssey Award Nominee (2014)', 'Prijs van de Nederlandse Kinderjury for 10-12 jaar en 13-16 jaar (1989)', ""Audie Award for Children's Titles Ages 8-12 (2014)"", 'Books I Loved Best Yearly (BILBY) Awards for Read Aloud (1990), Younger Readers (1997) (1990)', ""West Australian Young Readers' Book Award (WAYRBA) for Younger Readers (1989)"", ""Blue Peter Book Award for Voter's Award - Book that Made Me Laugh the Loudest (2000)"", ""Red House Children's Book Award (1989)"", 'Maryland Black-Eyed Susan Book Award for Book Award (1992)', ""Massachusetts Children's Book Award (1992)"", ""Nevada Young Readers' Award for Intermediate Category  (1992)"", ""Beehive Book Award for Children's Fiction (1991)"", 'Indian Paintbrush Book Award (1991)', 'Bluestem Book Award Nominee (2016)', ""Virginia Reader's Choice for Elementary (1990)"", ""Rebecca Caudill Young Readers' Book Award (1991)""]",https://www.goodreads.com/book/show/402093.Sh_gun,7.946,2.572
133,Shōgun,James Clavell,149306,4375,4.39,1152.0,1975.0,1,"['Historical', 'Historical Fiction', 'Fiction']",,https://www.goodreads.com/book/show/39988.Matilda,8.369,2.995
134,I Know Why the Caged Bird Sings,Maya Angelou,421392,11187,4.24,289.0,1969.0,1,"['Nonfiction', 'Classics', 'Autobiography']",['Coretta Scott King Book Award for Author Honor (1971)'],https://www.goodreads.com/book/show/13214.I_Know_Why_the_Caged_Bird_Sings,7.463,2.089
135,A Fine Balance,Rohinton Mistry,131943,9174,4.34,603.0,1995.0,0,"['Fiction', 'Cultural', 'India']","['Booker Prize Nominee (1996)', 'Winifred Holtby Memorial Prize (1996)', 'Scotiabank Giller Prize (1995)', 'Los Angeles Times Book Prize for Fiction (1996)', ""Commonwealth Writers' Prize for Best Book Overall (1996)"", 'CBC Canada Reads Nominee (2002)', 'International Dublin Literary Award Nominee for Shortlist (1997)']",https://www.goodreads.com/book/show/5211.A_Fine_Balance,8.067,2.693
136,Stranger in a Strange Land,Robert A. Heinlein,278966,8182,3.92,525.0,1961.0,0,"['Science Fiction', 'Fiction', 'Classics']","['Hugo Award for Best Novel (1962)', 'Prometheus Hall of Fame Award (1987)']",https://www.goodreads.com/book/show/350.Stranger_in_a_Strange_Land,5.53,0.156
137,Midnight's Children,Salman Rushdie,105971,6520,3.98,647.0,1981.0,0,"['Fiction', 'Cultural', 'India']","['Booker Prize (1981)', 'James Tait Black Memorial Prize for Fiction (1981)', 'The Booker of Bookers Prize (1993)', 'The Best of the Booker (2008)', 'Премія імені Максима Рильського (2010)']",https://www.goodreads.com/book/show/14836.Midnight_s_Children,5.893,0.518
138,Infinite Jest,David Foster Wallace,75920,9082,4.28,1088.0,1996.0,0,"['Fiction', 'Classics', 'Literature']",['LovelyBooks Leserpreis Nominee for Allgemeine Literatur (2009)'],https://www.goodreads.com/book/show/6759.Infinite_Jest,7.705,2.33
139,The Wind-Up Bird Chronicle,Haruki Murakami,223438,14459,4.16,607.0,1994.0,1,"['Fiction', 'Magical Realism', 'Cultural']","['Japan-U.S. Friendship Commission Prize for the Translation of Japanese Literature (1999)', 'Yomiuri Prize 読売文学賞 for Fiction (1995)', 'International Dublin Literary Award Nominee for Shortlist (1999)']",https://www.goodreads.com/book/show/11275.The_Wind_Up_Bird_Chronicle,6.98,1.606
140,His Dark Materials,Philip Pullman,147374,5264,4.25,1088.0,2000.0,1,"['Fantasy', 'Young Adult', 'Fiction']",['Literaturpreis der Jury der jungen Leser for Kinderbuch (2002)'],https://www.goodreads.com/book/show/8130077-the-screwtape-letters,7.523,2.149
141,The Screwtape Letters,C.S. Lewis,341072,11606,4.23,228.0,1942.0,0,"['Fiction', 'Classics', 'Christian']","['Nautilus Book Award for Audio Books & Spoken Word (2010)', 'Audie Award for Classic (2000)']",https://www.goodreads.com/book/show/18116.His_Dark_Materials,7.403,2.028
142,"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch",Terry Pratchett,561196,28193,4.24,491.0,1990.0,0,"['Fantasy', 'Fiction', 'Humor']","['Locus Award Nominee for Best Fantasy Novel (1991)', 'World Fantasy Award Nominee for Best Novel (1991)']",https://www.goodreads.com/book/show/12220.A_Streetcar_Named_Desire,7.463,2.089
143,A Streetcar Named Desire,Tennessee Williams,264369,4186,3.98,107.0,1947.0,0,"['Plays', 'Classics', 'Drama']","['Pulitzer Prize for Drama (1948)', ""New York Drama Critics' Circle Award for Best American Play (1948)""]",https://www.goodreads.com/book/show/12067.Good_Omens,5.893,0.518
144,Dubliners,James Joyce,125266,5970,3.85,207.0,1914.0,0,"['Classics', 'Fiction', 'Short Stories']",,https://www.goodreads.com/book/show/46164.Tender_Is_the_Night,5.107,-0.267
145,Tender Is the Night,F. Scott Fitzgerald,116113,4976,3.81,315.0,1934.0,0,"['Classics', 'Fiction', 'Literature']",,https://www.goodreads.com/book/show/11012.Dubliners,4.866,-0.508
146,The Cider House Rules,John Irving,163243,3986,4.14,973.0,1985.0,0,"['Fiction', 'Classics', 'Historical']",,https://www.goodreads.com/book/show/4687.The_Cider_House_Rules,6.859,1.485
147,Man's Search for Meaning,Viktor E. Frankl,424803,22798,4.36,165.0,1946.0,0,"['Nonfiction', 'Psychology', 'Philosophy']",,https://www.goodreads.com/book/show/4069.Man_s_Search_for_Meaning,8.188,2.814
148,The House of the Spirits,Isabel Allende,195037,8828,4.24,448.0,1982.0,1,"['Fiction', 'Magical Realism', 'Historical']","['Deutscher Hörbuchpreis for Beste Fiktion (2011)', ""Prix du Grand Roman d'évasion (1984)""]",https://www.goodreads.com/book/show/9328.The_House_of_the_Spirits,7.463,2.089
