,1st Pub,Author,Awards,Genres,Link,N pag,Rating Count,Rating Value,Review Count,Title,series
10,1950,C.S. Lewis,"['Lewis Carroll Shelf Award (1962)', ""The Keith Barker Millennium Children's Book Awards 'Children's Book of the Century'"", 'Retro Hugo Award Nominee for Best Novel (2001)']","['Fantasy', 'Classics', 'Fiction']",https://www.goodreads.com/book/show/100915.The_Lion_the_Witch_and_the_Wardrobe,206,2185822,4.22,22571,"The Lion, the Witch and the Wardrobe",1
11,1939,John Steinbeck,"['Pulitzer Prize for Novel (1940)', 'National Book Award for Fiction (1939)', 'California Book Award for General Literature (Silver) (1939)', 'Audie Award for Classic (1999)']","['Classics', 'Fiction', 'Historical']",https://www.goodreads.com/book/show/18114322-the-grapes-of-wrath,479,764265,3.97,17597,The Grapes of Wrath,0
12,1967,Gabriel García Márquez,"['Premio Internacional de Novela Rómulo Gallegos (1972)', 'Prix du Meilleur Livre Étranger for Roman (1969)']","['Fiction', 'Classics', 'Magical Realism']",https://www.goodreads.com/book/show/320.One_Hundred_Years_of_Solitude,417,770353,4.08,31449,One Hundred Years of Solitude,0
13,1932,Aldous Huxley,,"['Classics', 'Fiction', 'Science Fiction']",https://www.goodreads.com/book/show/5129.Brave_New_World,288,1475247,3.99,31466,Brave New World,0
14,1937,John Steinbeck,"[""New York Drama Critics' Circle Award for Best American Play (1938)""]","['Classics', 'Fiction', 'Academic']",https://www.goodreads.com/book/show/18405.Gone_with_the_Wind,103,1985058,3.88,35159,Of Mice and Men,0
15,1936,Margaret Mitchell,"['Pulitzer Prize for Novel (1937)', 'National Book Award for Novel (1936)']","['Classics', 'Historical', 'Historical Fiction']",https://www.goodreads.com/book/show/890.Of_Mice_and_Men,1037,1089571,4.30,20079,Gone with the Wind,0
16,1993,Lois Lowry,"['Newbery Medal (1994)', ""Mythopoeic Fantasy Award Nominee for Children's Literature (1994)"", 'Golden Duck Award for Young Adult (Hal Clement Award) (1994)', 'Garden State Book Award for Teen Fiction Grades 6-8 (1996)', ""Buckeye Children's Book Award for Grade 6-8 (1997)"", 'Grand Canyon Reader Award for Teen Book (1995)', 'Maryland Black-Eyed Susan Book Award for Grade 6-9 (1995)', 'Golden Sower Award for Young Adult (1995)', ""Pennsylvania Young Readers' Choice Award for Grades 3-8 (1995)"", 'Soaring Eagle Book Award Nominee (1996)', ""Pacific Northwest Library Association Young Reader's Choice Award for Senior (1996)"", 'Boston Globe-Horn Book Award Nominee for Fiction (1993)', 'New Mexico Land of Enchantment Award (1997)', 'Eliot Rosewater Indiana High School Book Award (1997)', ""William Allen White Children's Book Award (1996)"", 'Wyoming Indian Paintbrush Nominee (1996)', ""NSK Neustadt Prize for Children's Literature Nominee (2013)"", 'Oklahoma Sequoyah Award for YA (1996)', ""Rebecca Caudill Young Readers' Book Award (1996)"", 'Hea Lasteraamat (2010)', 'Premi Protagonista Jove for Categoria 13-14 anys (2016)', 'Margaret A. Edwards Award (2007)']","['Young Adult', 'Fiction', 'Classics']",https://www.goodreads.com/book/show/5.Harry_Potter_and_the_Prisoner_of_Azkaban,208,1836871,4.13,66015,The Giver,1
17,1999,J.K. Rowling,"['Bram Stoker Award for Best Work for Young Readers (1999)', 'Hugo Award Nominee for Best Novel (2000)', 'Locus Award for Best Fantasy Novel (2000)', ""Whitbread Award for Children's Book of the Year (1999)"", ""Mythopoeic Fantasy Award for Children's Literature (2008)"", 'Books I Loved Best Yearly (BILBY) Awards for Older Readers (2005)', 'Colorado Blue Spruce Young Adult Book Award (2004)', 'Maine Student Book Award (2001)', 'Golden Archer Award for Intermediate (2001)', 'Indian Paintbrush Book Award (2004)', 'Soaring Eagle Book Award (2002)', 'Hotze de Roosprijs (2001)', 'Nestlé Smarties Book Prize for 9–11 years (1999)']","['Fantasy', 'Young Adult', 'Fiction']",https://www.goodreads.com/book/show/3636.The_Giver,435,2903473,4.57,57160,Harry Potter and the Prisoner of Azkaban,1
18,1954,William Golding,,"['Classics', 'Fiction', 'Young Adult']",https://www.goodreads.com/book/show/7624.Lord_of_the_Flies,182,2313858,3.69,38480,Lord of the Flies,0
19,1969,Kurt Vonnegut Jr.,"['Hugo Award Nominee for Best SF Novel (1970)', 'Nebula Award Nominee for Best Novel (1969)', 'National Book Award Finalist for Fiction (1970)', ""Chicago Publishers' Award (1970)""]","['Classics', 'Fiction', 'Science Fiction']",https://www.goodreads.com/book/show/4981.Slaughterhouse_Five,275,1150861,4.08,27540,Slaughterhouse-Five,0
20,1952,John Steinbeck,"['Audie Award for Classic (2004)', 'National Book Award Finalist for Fiction (1953)']","['Classics', 'Fiction', 'Historical']",https://www.goodreads.com/book/show/7604.Lolita,601,436615,4.38,19952,East of Eden,0
21,1955,Vladimir Nabokov,['National Book Award Finalist for Fiction (1959)'],"['Classics', 'Fiction', 'Literature']",https://www.goodreads.com/book/show/4406.East_of_Eden,331,675740,3.89,25288,Lolita,0
22,1985,Margaret Atwood,"['Booker Prize Nominee (1986)', 'Nebula Award Nominee for Best Novel (1986)', 'Locus Award Nominee for Best SF Novel (1987)', 'Arthur C. Clarke Award (1987)', 'Audie Award for Fiction (2013)', 'Los Angeles Times Book Prize for Fiction (1986)', 'Prometheus Award Nominee for Best Novel (1987)', 'James Tiptree Jr. Award Nominee for Retrospective (1995)', ""Governor General's Literary Awards / Prix littéraires du Gouverneur général for Fiction (1985)"", 'SF Chronicle Award Nominee for Novel (1987)', ""Commonwealth Writers' Prize Nominee for Best Book in Caribbean and Canada (1987)"", 'CBC Canada Reads Nominee (2002)', 'Metų verstinė knyga Nominee (2012)']","['Fiction', 'Classics', 'Science Fiction']",https://www.goodreads.com/book/show/38447.The_Handmaid_s_Tale,314,1509097,4.11,72336,The Handmaid's Tale,1
23,1962,Ken Kesey,,"['Classics', 'Fiction', 'Literature']",https://www.goodreads.com/book/show/332613.One_Flew_Over_the_Cuckoo_s_Nest,325,641349,4.19,11366,One Flew Over the Cuckoo's Nest,0
24,1996,Douglas Adams,,"['Science Fiction', 'Fiction', 'Humor']",https://www.goodreads.com/book/show/34.The_Fellowship_of_the_Ring,815,292145,4.36,5394,The Ultimate Hitchhiker's Guide to the Galaxy,1
25,1954,J.R.R. Tolkien,['Publieksprijs voor het Nederlandse Boek Nominee (2002)'],"['Fantasy', 'Classics', 'Fiction']",https://www.goodreads.com/book/show/13.The_Ultimate_Hitchhiker_s_Guide_to_the_Galaxy,398,2400261,4.36,23530,The Fellowship of the Ring,1
26,1997,Arthur Golden,,"['Fiction', 'Historical', 'Historical Fiction']",https://www.goodreads.com/book/show/929.Memoirs_of_a_Geisha,503,1744415,4.12,30447,Memoirs of a Geisha,0
27,1942,Albert Camus,['PEN Translation Prize for Matthew Ward (1989)'],"['Classics', 'Fiction', 'Philosophy']",https://www.goodreads.com/book/show/49552.The_Stranger,123,729878,3.99,24104,The Stranger,0
28,1998,J.K. Rowling,"[""Mythopoeic Fantasy Award for Children's Literature (2008)"", 'British Book Award (1999)', 'Prijs van de Jonge Jury (2002)', 'Books I Loved Best Yearly (BILBY) Awards for Older Readers (2006)', 'Colorado Blue Spruce Young Adult Book Award (2008)', 'Golden Archer Award for Middle/Junior High (2008)', 'Nestlé Smarties Book Prize for 9–11 years (1998)']","['Fantasy', 'Young Adult', 'Fiction']",https://www.goodreads.com/book/show/15881.Harry_Potter_and_the_Chamber_of_Secrets,341,2816514,4.43,54443,Harry Potter and the Chamber of Secrets,1
29,1952,E.B. White,"['Newbery Medal Nominee (1953)', ""George C. Stone Center for Children's Books Recognition of Merit Award (1970)"", 'Audie Award Nominee for Audiobook of the Year and Middle Grade (2020)', ""Massachusetts Children's Book Award (1984)"", 'Laura Ingalls Wilder Award (1970)']","['Classics', 'Childrens', 'Fiction']",https://www.goodreads.com/book/show/24178.Charlotte_s_Web,184,1454356,4.18,18507,Charlotte's Web,0
30,1956,C.S. Lewis,,"['Fantasy', 'Classics', 'Fiction']",https://www.goodreads.com/book/show/11127.The_Chronicles_of_Narnia,767,532900,4.26,10525,The Chronicles of Narnia,1
31,1962,Madeleine L'Engle,"['Newbery Medal (1963)', ""Dorothy Canfield Fisher Children's Book Award Nominee (1964)"", 'Oklahoma Sequoyah Award (1965)', 'Margaret A. Edwards Award (1998)']","['Fantasy', 'Fiction', 'Classics']",https://www.goodreads.com/book/show/33574273-a-wrinkle-in-time,218,1068151,3.99,34278,A Wrinkle in Time,1
32,1985,Orson Scott Card,"['Hugo Award for Best Novel (1986)', 'Nebula Award for Best Novel (1985)', 'Premi Ictineu for Millor novel·la traduïda (2014)', 'Nébula (1985)', 'Margaret A. Edwards Award (2008)']","['Science Fiction', 'Fiction', 'Young Adult']",https://www.goodreads.com/book/show/2165.The_Old_Man_and_the_Sea,352,1157000,4.30,43666,Ender's Game,1
33,1952,Ernest Hemingway,"['Pulitzer Prize for Fiction (1953)', 'Premio Bancarella (1953)', 'National Book Award Finalist for Fiction (1953)']","['Classics', 'Fiction', 'Literature']",https://www.goodreads.com/book/show/375802.Ender_s_Game,96,855093,3.79,25967,The Old Man and the Sea,0
34,1964,Shel Silverstein,,"['Childrens', 'Childrens', 'Picture Books']",https://www.goodreads.com/book/show/370493.The_Giving_Tree,64,927076,4.37,18179,The Giving Tree,0
35,1955,J.R.R. Tolkien,,"['Fantasy', 'Fiction', 'Classics']",https://www.goodreads.com/book/show/838729.The_Return_of_the_King,385,695355,4.53,10520,The Return of the King,1
36,1954,J.R.R. Tolkien,,"['Fantasy', 'Fiction', 'Classics']",https://www.goodreads.com/book/show/6514.The_Bell_Jar,322,739066,4.44,11165,The Two Towers,1
37,1963,Sylvia Plath,,"['Classics', 'Fiction', 'Feminism']",https://www.goodreads.com/book/show/15241.The_Two_Towers,294,606354,4.01,23870,The Bell Jar,0
38,1943,Betty  Smith,['Audie Award for Classic (2002)'],"['Classics', 'Fiction', 'Historical']",https://www.goodreads.com/book/show/14891.A_Tree_Grows_in_Brooklyn,496,394356,4.27,21051,A Tree Grows in Brooklyn,0
39,1956,Elie Wiesel,,"['Nonfiction', 'Classics', 'History']",https://www.goodreads.com/book/show/1617.Night,115,993401,4.34,29692,Night,1
40,1988,Paulo Coelho,"['NBDB National Book Award Nominee for Translation (2015)', 'Grand Prix des lectrices de Elle for roman (1995)', 'Premio Grinzane Cavour for Narrativa Straniera (1996)', 'Corine Internationaler Buchpreis for Belletristik (2002)']","['Fiction', 'Classics', 'Fantasy']",https://www.goodreads.com/book/show/76620.Watership_Down,182,2175017,3.88,82760,The Alchemist,0
41,1972,Richard  Adams,"['Mythopoeic Fantasy Award Nominee (1975)', ""Guardian Children's Fiction Prize (1973)"", 'Audie Award Nominee for Best Male Narrator (2020)', 'Boston Globe-Horn Book Award (1975)', 'California Young Readers Medal for Young Adult (1977)', 'Carnegie Medal (1972)']","['Classics', 'Fiction', 'Fantasy']",https://www.goodreads.com/book/show/18144590-the-alchemist,478,440939,4.06,14015,Watership Down,1
42,1965,Truman Capote,['Edgar Award for Best Fact Crime (1966)'],"['Nonfiction', 'Classics', 'Crime']",https://www.goodreads.com/book/show/8127.Anne_of_Green_Gables,343,543817,4.07,17019,In Cold Blood,0
43,1908,L.M. Montgomery,,"['Classics', 'Fiction', 'Young Adult']",https://www.goodreads.com/book/show/168642.In_Cold_Blood,320,749630,4.26,23913,Anne of Green Gables,1
44,1960,Dr. Seuss,,"['Childrens', 'Childrens', 'Picture Books']",https://www.goodreads.com/book/show/23772.Green_Eggs_and_Ham,64,634506,4.29,9576,Green Eggs and Ham,0
45,1922,Hermann Hesse,,"['Classics', 'Fiction', 'Philosophy']",https://www.goodreads.com/book/show/52036.Siddhartha,152,598205,4.03,18080,Siddhartha,0
46,1982,Alice Walker,"['Pulitzer Prize for Fiction (1983)', 'National Book Award for Fiction (Hardcover) (1983)', 'National Book Critics Circle Award Nominee for Fiction (1982)', 'Townsend Prize for Fiction (1984)']","['Classics', 'Fiction', 'Historical']",https://www.goodreads.com/book/show/662.Atlas_Shrugged,304,532894,4.23,15838,The Color Purple,1
47,1957,Ayn Rand,"['Prometheus Hall of Fame Award (1983)', 'National Book Award Finalist for Fiction (1958)']","['Classics', 'Philosophy', 'Literature']",https://www.goodreads.com/book/show/52892857-the-color-purple,1168,358033,3.69,17589,Atlas Shrugged,0
48,1985,Gabriel García Márquez,"['Audie Award', 'Los Angeles Times Book Prize for Fiction (1988)']","['Fiction', 'Classics', 'Historical']",https://www.goodreads.com/book/show/9712.Love_in_the_Time_of_Cholera,348,421464,3.92,20880,Love in the Time of Cholera,0
49,1998,Barbara Kingsolver,"['Pulitzer Prize Nominee for Fiction (1999)', 'Orange Prize Nominee for Fiction Shortlist (1999)', 'Book Sense Book of the Year Award for Adult (2000)', 'PEN/Faulkner Award for Fiction Nominee (1999)', 'Independent Publisher Book Award (IPPY) for Audio Fiction - Unabridged (1999)', 'Exclusive Books Boeke Prize (2000)', 'Puddly Award for Novel (2001)', 'International Dublin Literary Award Nominee (2000)']","['Fiction', 'Historical', 'Historical Fiction']",https://www.goodreads.com/book/show/7244.The_Poisonwood_Bible,546,665838,4.07,23487,The Poisonwood Bible,0
50,1927,Arthur Conan Doyle,['Audie Award for Classic (2014)'],"['Classics', 'Mystery', 'Fiction']",https://www.goodreads.com/book/show/188572.The_Complete_Sherlock_Holmes,1796,178621,4.47,3739,The Complete Sherlock Holmes,1
51,1915,Franz Kafka,,"['Classics', 'Fiction', 'Fantasy']",https://www.goodreads.com/book/show/485894.The_Metamorphosis,201,667862,3.83,18611,The Metamorphosis,0
52,1910,Frances Hodgson Burnett,['Lewis Carroll Shelf Award (1958)'],"['Classics', 'Fiction', 'Childrens']",https://www.goodreads.com/book/show/2998.The_Secret_Garden,331,916435,4.13,19426,The Secret Garden,0
53,1984,Milan Kundera,['Los Angeles Times Book Prize for Fiction (1984)'],"['Fiction', 'Classics', 'Philosophy']",https://www.goodreads.com/book/show/9717.The_Unbearable_Lightness_of_Being,320,351337,4.10,15885,The Unbearable Lightness of Being,0
54,1978,Stephen King,"['Locus Award Nominee for Best SF Novel (1979)', 'World Fantasy Award Nominee for Best Novel (1979)', 'Gandalf Award Nominee (1979)', 'Balrog Award Nominee for Best Novel (1979) (1980)']","['Horror', 'Fiction', 'Fantasy']",https://www.goodreads.com/book/show/4473.A_Prayer_for_Owen_Meany,1172,630199,4.34,21426,The Stand,0
55,1989,John Irving,,"['Fiction', 'Classics', 'Contemporary']",https://www.goodreads.com/book/show/149267.The_Stand,637,288639,4.23,13969,A Prayer for Owen Meany,0
56,1980,Umberto Eco,"['إمبيرتو', 'Premio Strega (1981)', 'Los Angeles Times Book Prize Nominee for Fiction (1983)', 'Edgar Award Nominee for Best Novel (1984)', 'PEN Translation Prize for William Weaver (1984)', 'Premio Anghiari (1981)', ""Premio Il Libro dell'anno (1981)"", 'Prix Médicis Etranger (1982)', 'このミステリーがすごい！ for Best Translated Mystery Novel of the Year in Japan (1991)']","['Fiction', 'Classics', 'Literature']",https://www.goodreads.com/book/show/17899948-rebecca,536,307281,4.13,9171,The Name of the Rose,0
57,1938,Daphne du Maurier,"['National Book Award for Fiction (1938)', 'Anthony Award for Best Novel of the Century (2000)']","['Classics', 'Fiction', 'Mystery']",https://www.goodreads.com/book/show/119073.The_Name_of_the_Rose,449,470995,4.23,25518,Rebecca,0
58,1963,Maurice Sendak,"['Caldecott Medal (1964)', 'Lewis Carroll Shelf Award', 'Indies Choice Book Award for Picture Book Hall of Fame (2009)']","['Childrens', 'Childrens', 'Picture Books']",https://www.goodreads.com/book/show/19543.Where_the_Wild_Things_Are,37,836471,4.22,12028,Where the Wild Things Are,0
59,1971,Dr. Seuss,"['California Young Readers Medal Nominee for Primary (1976)', 'Green Prize for Sustainable Literature']","['Childrens', 'Childrens', 'Picture Books']",https://www.goodreads.com/book/show/7784.The_Lorax,72,291411,4.33,4184,The Lorax,0
60,1965,Frank Herbert,"['Hugo Award for Best Novel (1966)', 'Nebula Award for Best Novel (1965)', 'Seiun Award 星雲賞 for Best Foreign Novel (1974)']","['Science Fiction', 'Fiction', 'Fantasy']",https://www.goodreads.com/book/show/6310.Charlie_and_the_Chocolate_Factory,661,806510,4.23,25727,Dune,1
61,1964,Roald Dahl,"['Books I Loved Best Yearly (BILBY) Awards for Read Aloud (1992)', ""North Dakota Children's Choice Award (1985)""]","['Childrens', 'Fantasy', 'Fiction']",https://www.goodreads.com/book/show/44767458-dune,176,683272,4.14,12299,Charlie and the Chocolate Factory,1
62,1989,Ken Follett,,"['Historical', 'Historical Fiction', 'Fiction']",https://www.goodreads.com/book/show/5043.The_Pillars_of_the_Earth,976,667886,4.32,32071,The Pillars of the Earth,1
63,1967,Mikhail Bulgakov,,"['Classics', 'Fiction', 'Cultural']",https://www.goodreads.com/book/show/117833.The_Master_and_Margarita,372,251104,4.29,12033,The Master and Margarita,0
64,1967,S.E. Hinton,"['Books I Loved Best Yearly (BILBY) Awards for Secondary  (1991)', 'Margaret A. Edwards Award (1988)']","['Classics', 'Young Adult', 'Fiction']",https://www.goodreads.com/book/show/231804.The_Outsiders,192,964552,4.10,33929,The Outsiders,0
65,1957,Jack Kerouac,['Grammy Award Nominee for Best Spoken Word Album (2001)'],"['Classics', 'Fiction', 'Travel']",https://www.goodreads.com/book/show/70401.On_the_Road,307,355362,3.62,15219,On the Road,1
66,1979,Douglas Adams,,"['Science Fiction', 'Fiction', 'Humor']",https://www.goodreads.com/book/show/386162.The_Hitchhiker_s_Guide_to_the_Galaxy,193,1475256,4.22,30971,The Hitchhiker's Guide to the Galaxy,1
67,1926,Ernest Hemingway,,"['Classics', 'Fiction', 'Literature']",https://www.goodreads.com/book/show/3876.The_Sun_Also_Rises,189,370447,3.82,13097,The Sun Also Rises,0
68,1922,James Joyce,['Национална награда „Христо Г. Данов“ for Преводна художествена литература (2004)'],"['Classics', 'Fiction', 'Literature']",https://www.goodreads.com/book/show/338798.Ulysses,783,112988,3.73,6917,Ulysses,0
69,1929,Erich Maria Remarque,['Luisterboek Award Nominee (2015)'],"['Classics', 'Fiction', 'Historical']",https://www.goodreads.com/book/show/355697.All_Quiet_on_the_Western_Front,296,361048,3.99,10708,All Quiet on the Western Front,1
70,1931,Pearl S. Buck,"['Pulitzer Prize for Novel (1932)', 'William Dean Howells Medal (1935)']","['Classics', 'Fiction', 'Historical']",https://www.goodreads.com/book/show/6149.Beloved,418,225577,3.99,10022,The Good Earth,1
71,1987,Toni Morrison,"['Pulitzer Prize for Fiction (1988)', 'American Book Award (1988)', 'Anisfield-Wolf Book Award (1988)', 'National Book Critics Circle Award Nominee for Fiction (1987)', 'Frederic G. Melcher Book Award (1988)', 'National Book Award Finalist for Fiction (1987)']","['Fiction', 'Classics', 'Historical']",https://www.goodreads.com/book/show/1078.The_Good_Earth,324,333208,3.87,13114,Beloved,1
72,1980,John Kennedy Toole,"['Pulitzer Prize for Fiction (1981)', 'PEN/Faulkner Award for Fiction Nominee (1981)', 'Los Angeles Times Book Prize Nominee for Fiction (1980)']","['Fiction', 'Classics', 'Humor']",https://www.goodreads.com/book/show/310612.A_Confederacy_of_Dunces,394,234946,3.89,15263,A Confederacy of Dunces,0
73,1996,Frank McCourt,"['Pulitzer Prize for Biography or Autobiography (1997)', 'American Booksellers Book Of The Year  Award for Adult Trade (1997)', 'Audie Award for Nonfiction, Abridged (1997)', 'Los Angeles Times Book Prize for Biography (1996)', 'Exclusive Books Boeke Prize (1997)', 'National Book Critics Circle Award for Biography/Autobiography (1996)']","['Nonfiction', 'Autobiography', 'Memoir']",https://www.goodreads.com/book/show/252577.Angela_s_Ashes,452,549904,4.12,12079,Angela's Ashes,1
74,1929,William Faulkner,,"['Classics', 'Fiction', 'Literature']",https://www.goodreads.com/book/show/7763.The_Joy_Luck_Club,366,160106,3.86,7204,The Sound and the Fury,0
75,1989,Amy Tan,"['California Book Award for Fiction (Gold) (1989)', 'Los Angeles Times Book Prize Nominee for Fiction (1989)', 'Northern California Book Awards for Fiction (1989)', 'National Book Critics Circle Award Nominee for Fiction (1989)', 'National Book Award Finalist for Fiction (1989)']","['Fiction', 'Historical', 'Historical Fiction']",https://www.goodreads.com/book/show/10975.The_Sound_and_the_Fury,288,603800,3.93,9418,The Joy Luck Club,0
76,1940,Ernest Hemingway,,"['Classics', 'Fiction', 'Literature']",https://www.goodreads.com/book/show/2122.The_Fountainhead,471,252443,3.97,6652,For Whom the Bell Tolls,0
77,1943,Ayn Rand,,"['Fiction', 'Classics', 'Philosophy']",https://www.goodreads.com/book/show/46170.For_Whom_the_Bell_Tolls,704,300087,3.87,12288,The Fountainhead,0
78,1935,Laura Ingalls Wilder,,"['Classics', 'Historical', 'Historical Fiction']",https://www.goodreads.com/book/show/7069.The_World_According_to_Garp,335,259855,4.19,4514,Little House on the Prairie,1
79,1978,John Irving,"['National Book Award for Fiction (Paperback) (1980)', 'National Book Critics Circle Award Nominee for Fiction (1978)', 'National Book Award Finalist for Fiction (1979)']","['Fiction', 'Classics', 'Contemporary']",https://www.goodreads.com/book/show/77767.Little_House_on_the_Prairie,610,206813,4.09,5568,The World According to Garp,0
80,1962,Anthony Burgess,['Prometheus Hall of Fame Award (2008)'],"['Classics', 'Fiction', 'Science Fiction']",https://www.goodreads.com/book/show/227463.A_Clockwork_Orange,192,612870,3.99,14145,A Clockwork Orange,0
81,1937,Zora Neale Hurston,['Audie Award for Solo Narration - Female (2001)'],"['Classics', 'Fiction', 'Historical']",https://www.goodreads.com/book/show/37415.Their_Eyes_Were_Watching_God,219,271325,3.94,14018,Their Eyes Were Watching God,0
82,1952,Ralph Ellison,['National Book Award for Fiction (1953)'],"['Classics', 'Fiction', 'Literature']",https://www.goodreads.com/book/show/10799.A_Farewell_to_Arms,581,159217,3.88,6108,Invisible Man,0
83,1929,Ernest Hemingway,,"['Classics', 'Fiction', 'Historical']",https://www.goodreads.com/book/show/16981.Invisible_Man,293,267374,3.81,9852,A Farewell to Arms,0
84,1961,Wilson Rawls,"[""Massachusetts Children's Book Award (1987)"", ""North Dakota Children's Choice Award (1981)""]","['Classics', 'Fiction', 'Young Adult']",https://www.goodreads.com/book/show/10365.Where_the_Red_Fern_Grows,272,349252,4.08,11281,Where the Red Fern Grows,0
85,1959,Daniel Keyes,"['Hugo Award Nominee for Best Novel (1967)', 'Nebula Award for Best Novel (tie) (1966)', 'Locus Award Nominee for All-Time Best Novel (36th in poll) (1975)']","['Fiction', 'Classics', 'Science Fiction']",https://www.goodreads.com/book/show/36576608-flowers-for-algernon,216,490679,4.15,19095,Flowers for Algernon,0
86,1952,Samuel Beckett,,"['Plays', 'Classics', 'Drama']",https://www.goodreads.com/book/show/40792344-mere-christianity,109,164247,3.83,5756,Waiting for Godot,0
87,1942,C.S. Lewis,,"['Christian', 'Nonfiction', 'Religion']",https://www.goodreads.com/book/show/17716.Waiting_for_Godot,168,308704,4.32,8725,Mere Christianity,0
88,1990,Tim O'Brien,"['Pulitzer Prize Nominee for Fiction (1991)', 'Chicago Tribune Heartland Prize for Fiction (1990)', 'Prix du Meilleur Livre Étranger for Roman (1990)', 'National Book Critics Circle Award Nominee for Fiction (1990)']","['Fiction', 'Historical', 'Historical Fiction']",https://www.goodreads.com/book/show/256008.Lonesome_Dove,246,259464,4.13,14628,The Things They Carried,0
89,1985,Larry McMurtry,"['Pulitzer Prize for Fiction (1986)', 'PEN/Faulkner Award for Fiction Nominee (1986)', 'National Book Critics Circle Award Nominee for Fiction (1985)', 'Spur Award for Best Western Novel (1985)']","['Fiction', 'Historical', 'Historical Fiction']",https://www.goodreads.com/book/show/133518.The_Things_They_Carried,960,152573,4.47,7796,Lonesome Dove,1
90,1979,William Styron,"['National Book Award for Fiction (Hardcover) (1980)', 'National Book Critics Circle Award Nominee for Fiction (1979)']","['Fiction', 'Classics', 'Historical']",https://www.goodreads.com/book/show/4989.The_Red_Tent,562,82469,4.18,2584,Sophie's Choice,0
91,1997,Anita Diamant,"['Book Sense Book of the Year Award for Adult Fiction (2001)', ""Boston Author's Club Award (1998)""]","['Historical', 'Historical Fiction', 'Fiction']",https://www.goodreads.com/book/show/228560.Sophie_s_Choice,324,527653,4.18,19402,The Red Tent,0
92,1996,George R.R. Martin,"['Nebula Award Nominee for Best Novel (1997)', 'Locus Award for Best Fantasy Novel (1997)', 'World Fantasy Award Nominee for Best Novel (1997)', 'Premio Ignotus for Novela extranjera (2003)']","['Fantasy', 'Fiction', 'Fantasy']",https://www.goodreads.com/book/show/13496.A_Game_of_Thrones,835,2046885,4.45,54967,A Game of Thrones,1
93,1971,Hunter S. Thompson,,"['Fiction', 'Classics', 'Humor']",https://www.goodreads.com/book/show/7745.Fear_and_Loathing_in_Las_Vegas,204,303497,4.08,6585,Fear and Loathing in Las Vegas,0
94,1927,Virginia Woolf,['Prix Femina Vie Heureuse Anglais (1928)'],"['Classics', 'Fiction', 'Literature']",https://www.goodreads.com/book/show/5113.Franny_and_Zooey,209,137104,3.78,7728,To the Lighthouse,0
95,1955,J.D. Salinger,['National Book Award Finalist for Fiction (1962)'],"['Fiction', 'Classics', 'Short Stories']",https://www.goodreads.com/book/show/59716.To_the_Lighthouse,201,188039,3.98,6776,Franny and Zooey,0
96,1916,James Joyce,,"['Classics', 'Fiction', 'Literature']",https://www.goodreads.com/book/show/7588.A_Portrait_of_the_Artist_as_a_Young_Man,329,129768,3.62,5419,A Portrait of the Artist as a Young Man,0
97,1995,José Saramago,"['Premio San Clemente for Novela Estranxeira (1999)', 'International Dublin Literary Award Nominee (1999)']","['Fiction', 'Science Fiction', 'Dystopia']",https://www.goodreads.com/book/show/40495148-blindness,349,208018,4.14,16844,Blindness,1
98,1963,Kurt Vonnegut Jr.,['Hugo Award Nominee for Best Novel (1964)'],"['Fiction', 'Classics', 'Science Fiction']",https://www.goodreads.com/book/show/135479.Cat_s_Cradle,179,343559,4.16,11106,Cat's Cradle,0
99,1926,A.A. Milne,,"['Classics', 'Childrens', 'Fiction']",https://www.goodreads.com/book/show/99107.Winnie_the_Pooh,145,278462,4.33,4958,Winnie-the-Pooh,1
100,1939,Agatha Christie,,"['Mystery', 'Classics', 'Fiction']",https://www.goodreads.com/book/show/21787.The_Princess_Bride,264,861607,4.26,35085,And Then There Were None,0
101,1973,William Goldman,,"['Fantasy', 'Fiction', 'Classics']",https://www.goodreads.com/book/show/16299.And_Then_There_Were_None,456,793944,4.25,20640,The Princess Bride,0
102,1992,Wally Lamb,['Los Angeles Times Book Prize'],"['Fiction', 'Contemporary', 'Womens Fiction']",https://www.goodreads.com/book/show/5203.She_s_Come_Undone,465,318975,3.89,10181,She's Come Undone,0
103,1925,Franz Kafka,"[""Helen and Kurt Wolff Translator's Prize Nominee for Breon Mitchell (1999)""]","['Classics', 'Fiction', 'Literature']",https://www.goodreads.com/book/show/17690.The_Trial,255,241113,3.96,7874,The Trial,0
104,1985,Patrick Süskind,"['World Fantasy Award for Best Novel (1987)', 'PEN Translation Prize for John E. Woods (1987)']","['Fiction', 'Classics', 'Historical']",https://www.goodreads.com/book/show/1852.The_Call_of_the_Wild,263,341284,4.02,14896,Perfume: The Story of a Murderer,0
105,1903,Jack London,,"['Classics', 'Fiction', 'Adventure']",https://www.goodreads.com/book/show/343.Perfume,172,349971,3.88,11386,The Call of the Wild,0
106,1974,Shel Silverstein,"[""George C. Stone Center for Children's Books Recognition of Merit Award (1984)"", ""Dorothy Canfield Fisher Children's Book Award Nominee (1976)"", 'Golden Archer Award for Intermediate (1996)']","['Poetry', 'Childrens', 'Classics']",https://www.goodreads.com/book/show/30119.Where_the_Sidewalk_Ends,176,1198743,4.30,10927,Where the Sidewalk Ends,0
107,1996,Chuck Palahniuk,['Oregon Book Award for Fiction (1997)'],"['Fiction', 'Contemporary', 'Classics']",https://www.goodreads.com/book/show/36236124-fight-club,218,507767,4.18,14808,Fight Club,1
